player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins
kenta,Outsiders,Norway,395,8295,4614,5653,897,41.1,0.56,0.68,0.11,61.7,0.91,55,40,23
zarkoo,Astralis,Kazakhstan,162,4374,2391,3273,355,40.7,0.55,0.75,0.08,70.9,0.88,23,27,13
Nunozy,TheMongolz,Estonia,335,7035,4489,4662,1353,39.9,0.64,0.66,0.19,72.1,0.93,17,25,35
Trostz,Imperial,United States,173,4152,3320,2609,475,50.4,0.8,0.63,0.11,83.5,1.2,26,14,25
Trong7,Vitality,Brazil,160,4000,2969,2188,298,53.2,0.74,0.55,0.07,85.0,1.29,26,12,17
Brume5s,MOUZ,Bosnia,345,8280,4588,6286,692,41.0,0.55,0.76,0.08,76.7,0.85,46,52,17
Frodoy,Imperial,Ukraine,92,2300,1368,1790,251,39.5,0.59,0.78,0.11,70.4,0.85,13,13,1
Prazex,Liquid,Czech Republic,309,8343,4978,5810,1433,48.2,0.6,0.7,0.17,59.5,0.81,45,44,8
crlexie,G2,Brazil,353,8119,6885,4153,872,44.4,0.85,0.51,0.11,81.9,1.16,46,24,49
Clongie,Apeks,Canada,272,6528,4567,4073,853,43.1,0.7,0.62,0.13,69.0,0.97,20,19,18
tryrezy,GamerLegion,Turkey,427,10675,7055,7216,1583,52.5,0.66,0.68,0.15,64.8,0.96,39,49,19
Skven,SAW,Estonia,138,3588,2788,2095,357,51.8,0.78,0.58,0.1,77.9,1.21,15,9,20
blade1,Heroic,Bosnia,106,2332,1372,1374,343,42.9,0.59,0.59,0.15,78.5,1.12,10,9,8
dolter,Lynn Vision,United States,154,3696,1787,2555,188,38.9,0.48,0.69,0.05,74.9,1.02,15,14,8
trrixz,Apeks,Kazakhstan,306,7956,3917,5520,976,35.1,0.49,0.69,0.12,52.7,0.93,39,33,11
dyre0,Cloud9,Canada,310,7750,5175,4996,1187,43.4,0.67,0.64,0.15,64.2,1.01,25,31,13
Zikoa,SAW,Kazakhstan,144,3312,1493,2112,475,45.6,0.45,0.64,0.14,74.9,0.86,15,8,1
blell3r,Fnatic,Sweden,254,6096,4897,3590,708,43.5,0.8,0.59,0.12,76.9,1.22,42,19,19
zulf9,TheMongolz,Belgium,84,1848,1143,1328,369,52.9,0.62,0.72,0.2,77.3,0.97,6,12,3
TACO,Imperial,Brazil,215,5805,4321,3360,840,45.0,0.74,0.58,0.14,68.6,0.98,27,21,9
claze3r,Apeks,Belgium,125,3250,2090,2001,666,37.2,0.64,0.62,0.21,74.6,1.02,12,14,9
Brunoie,TheMongolz,Belgium,286,6864,3778,5029,874,38.3,0.55,0.73,0.13,64.4,0.93,43,29,16
Swionoo,Vitality,Norway,290,7830,4330,5601,553,44.1,0.55,0.72,0.07,71.1,0.91,28,17,12
Sharn3r,Eternal Fire,Ukraine,329,8554,4659,5387,1731,49.6,0.54,0.63,0.2,63.9,1.02,37,34,20
flulfix,Cloud9,Latvia,122,3050,1842,2222,404,46.3,0.6,0.73,0.13,70.5,0.88,16,18,6
Drodo7,MIBR,Denmark,92,2484,1602,1587,362,42.6,0.65,0.64,0.15,79.1,0.97,4,7,6
Blost,TheMongolz,Turkey,217,5859,5166,3514,937,59.5,0.88,0.6,0.16,93.2,1.18,31,19,21
crongzy,Spirit,Ukraine,180,3780,2134,2375,579,38.2,0.56,0.63,0.15,64.4,0.95,12,16,12
Brarker,Imperial,Latvia,101,2525,1348,1887,423,38.1,0.53,0.75,0.17,57.8,0.79,8,17,7
Clarn,BIG,Finland,392,10584,6504,7651,822,33.8,0.61,0.72,0.08,65.4,0.91,41,43,20
hades,Imperial,Norway,277,6648,4086,4437,926,51.7,0.61,0.67,0.14,73.9,1.07,28,21,21
Sterg,ENCE,Turkey,269,8070,5990,5236,917,45.1,0.74,0.65,0.11,72.3,1.12,17,40,8
zerg,GamerLegion,Estonia,221,5525,3774,3190,851,42.2,0.68,0.58,0.15,75.0,0.94,13,19,11
Frelt9,Complexity,Belgium,80,2240,1336,1598,250,34.0,0.6,0.71,0.11,63.8,0.85,8,9,2
Swace1,G2,Estonia,275,6600,3848,4301,750,46.4,0.58,0.65,0.11,67.4,0.79,34,28,9
Prongz,Navi,France,93,1953,993,1432,205,39.0,0.51,0.73,0.11,66.3,0.91,13,11,4
Shant1,Spirit,Turkey,248,6448,4418,4365,1305,42.9,0.69,0.68,0.2,69.1,0.81,25,45,12
Grikous,FaZe,Netherlands,269,7532,4865,4794,1402,42.2,0.65,0.64,0.19,69.5,1.02,18,35,17
Skergoo,ENCE,Netherlands,298,7152,4561,4182,1125,42.2,0.64,0.58,0.16,74.6,1.01,28,24,22
dadez,GamerLegion,Argentina,231,5313,3400,3517,848,42.0,0.64,0.66,0.16,63.5,1.06,16,17,8
clyreix,Spirit,Estonia,234,5382,3211,3334,866,41.5,0.6,0.62,0.16,71.3,0.98,17,18,18
Kion0,Apeks,Finland,212,4452,2929,2863,768,47.4,0.66,0.64,0.17,59.1,0.93,14,23,15
zrixus,Complexity,Russia,449,10327,6423,6383,1467,46.5,0.62,0.62,0.14,69.3,0.97,33,26,37
prark9,Astralis,United States,99,2475,1411,1489,332,52.4,0.57,0.6,0.13,82.6,1.05,7,6,3
Zello,Navi,Denmark,98,2352,1309,1470,241,42.8,0.56,0.63,0.1,61.4,0.99,10,17,3
frarnix,G2,Sweden,348,9048,5011,6438,1418,44.1,0.55,0.71,0.16,76.7,0.94,26,51,8
trops0,Navi,Brazil,342,7182,3901,5158,611,42.7,0.54,0.72,0.09,60.2,0.9,36,39,4
kikoi,paiN,Denmark,333,8325,5749,5285,1514,45.6,0.69,0.63,0.18,67.1,1.01,31,28,22
Crveni,ENCE,Netherlands,449,9878,7039,6561,1367,51.9,0.71,0.66,0.14,64.0,1.04,29,32,12
Frongz,paiN,Netherlands,114,3192,2396,1994,372,54.6,0.75,0.62,0.12,97.6,1.17,21,7,9
Snrix0,TYLOO,Denmark,400,10400,7151,6186,1951,41.9,0.69,0.59,0.19,75.7,1.05,42,26,25
Prazea,MOUZ,Ukraine,339,9153,4808,5972,1166,43.2,0.53,0.65,0.13,59.4,0.86,23,47,13
Bleltoo,paiN,United States,99,2475,1800,1522,296,34.9,0.73,0.62,0.12,80.5,1.01,6,8,6
xumey,Cloud9,Russia,358,7876,4693,4753,1224,38.5,0.6,0.6,0.16,65.8,1.03,16,34,16
nexa,ENCE,China,145,3480,2870,2054,104,55.4,0.82,0.59,0.03,90.6,1.15,23,10,13
nost,NIP,Finland,168,3696,2604,2371,437,43.4,0.7,0.64,0.12,69.5,1.07,11,11,14
Shong4k,TheMongolz,Australia,288,6624,4004,4157,779,31.9,0.6,0.63,0.12,64.7,0.85,38,33,8
rain,NIP,Argentina,354,9912,7116,5723,1760,49.1,0.72,0.58,0.18,71.5,0.99,16,44,23
bropsi,Outsiders,Australia,408,10608,8938,6076,1457,45.4,0.84,0.57,0.14,81.4,1.14,41,42,44
gllexie,Imperial,Belgium,344,7568,6183,4840,686,48.5,0.82,0.64,0.09,83.1,1.19,43,26,36
preltzy,Heroic,Sweden,307,6140,4267,4338,958,42.1,0.7,0.71,0.16,72.8,1.03,19,24,17
crantie,FURIA,Kazakhstan,181,4706,2955,3160,820,37.8,0.63,0.67,0.17,64.1,1.0,16,13,10
Grarner,Navi,Bosnia,373,9325,6165,5628,1262,36.6,0.66,0.6,0.14,65.1,1.07,27,31,8
Swant7,Cloud9,United States,390,8580,5618,5919,1080,45.1,0.65,0.69,0.13,92.0,1.09,26,29,30
Blion,Vitality,Brazil,278,5838,5031,2980,737,49.2,0.86,0.51,0.13,78.2,1.41,31,22,30
crunoy,Complexity,Denmark,308,7392,3772,5310,1125,45.7,0.51,0.72,0.15,70.6,0.79,42,39,10
brarny,Heroic,Mongolia,383,8809,4296,6783,1524,41.8,0.49,0.77,0.17,61.5,0.77,45,45,16
Nade1,Lynn Vision,Czech Republic,167,4008,2611,2475,656,45.2,0.65,0.62,0.16,73.2,0.99,18,11,11
Xark9,Eternal Fire,United States,397,9528,6090,5878,1312,48.3,0.64,0.62,0.14,67.6,1.0,47,46,26
snentie,paiN,Poland,315,8505,5248,5511,1450,39.9,0.62,0.65,0.17,75.1,0.95,23,21,7
Zlexi,paiN,China,363,8712,5991,6338,1692,35.4,0.69,0.73,0.19,56.4,0.8,41,72,8
Crunox,FURIA,Denmark,165,3960,2239,2808,307,49.0,0.57,0.71,0.08,65.4,0.93,29,25,6
trops9,Complexity,Germany,273,6825,5572,4362,674,51.7,0.82,0.64,0.1,84.2,1.29,48,24,24
Cryrez,Fnatic,Bosnia,240,5280,3335,3615,811,50.8,0.63,0.68,0.15,67.4,0.88,24,25,12
xulfo,Eternal Fire,Germany,298,7450,3785,5802,1013,33.8,0.51,0.78,0.14,62.9,0.95,29,33,11
Dodoy,SAW,Norway,470,11280,8923,6614,758,49.7,0.79,0.59,0.07,74.6,1.3,61,37,45
nlexz,Spirit,Denmark,386,8878,3755,6026,674,35.0,0.42,0.68,0.08,68.6,0.82,39,48,20
skops1,SAW,Czech Republic,286,6578,3397,4256,964,34.7,0.52,0.65,0.15,70.4,0.97,36,22,6
Grostx,G2,Russia,425,11900,7749,7635,1524,40.2,0.65,0.64,0.13,65.4,1.04,31,45,23
Kven5s,Cloud9,Argentina,401,12030,8743,6839,1641,46.0,0.73,0.57,0.14,81.4,1.04,19,50,19
ZywOo,Apeks,France,180,3960,3017,2539,501,42.0,0.76,0.64,0.13,62.3,0.99,10,16,10
swink0,Spirit,Australia,125,2750,1939,1727,509,44.6,0.71,0.63,0.19,68.2,1.03,13,11,6
flopsi,paiN,Brazil,242,5566,3589,3883,591,37.4,0.64,0.7,0.11,66.1,0.95,26,33,12
trelto,Fnatic,Sweden,317,8559,7045,4481,921,51.6,0.82,0.52,0.11,91.9,1.28,49,25,37
Glumeer,Navi,Finland,268,6432,3422,4589,561,37.3,0.53,0.71,0.09,65.1,0.98,48,44,17
Glrixx,GamerLegion,Turkey,252,5796,3251,3958,924,35.7,0.56,0.68,0.16,64.2,0.91,13,39,7
Xazeoo,NIP,Germany,212,5300,4235,3030,563,58.3,0.8,0.57,0.11,85.9,1.16,26,15,21
Xodo0,FURIA,Norway,123,2460,2119,1397,112,62.0,0.86,0.57,0.05,81.2,1.32,18,8,12
trulfoo,Eternal Fire,Netherlands,336,8736,5768,5212,1543,52.9,0.66,0.6,0.18,72.9,0.99,27,40,27
Frazex,SAW,Canada,348,8352,5347,5827,1365,44.5,0.64,0.7,0.16,75.8,0.82,32,44,15
frunoo,Fnatic,Canada,190,4370,2799,2945,480,48.9,0.64,0.67,0.11,69.1,1.01,14,17,5
trunoy,MOUZ,Argentina,403,8866,6984,6173,895,64.8,0.79,0.7,0.1,76.9,1.3,62,28,39
grellzy,OG,Norway,228,5700,3427,3780,795,52.5,0.6,0.66,0.14,62.5,0.89,30,26,10
Kume1,Liquid,Australia,194,4462,2924,2531,851,45.0,0.66,0.57,0.19,60.0,1.03,19,15,11
Frellie,FaZe,Argentina,270,6750,4955,3847,818,48.8,0.73,0.57,0.12,80.9,1.05,24,18,11
Drolty,Navi,Belgium,128,3712,1925,2778,510,36.9,0.52,0.75,0.14,70.4,0.77,9,25,7
druno3r,GamerLegion,Mongolia,126,2898,1897,1784,549,51.3,0.65,0.62,0.19,72.0,1.06,8,13,6
Drushus,FaZe,Norway,340,9180,6315,6103,2069,59.1,0.69,0.66,0.23,72.0,0.96,26,19,12
Stisk0,Navi,Finland,428,11128,7632,7905,2196,44.6,0.69,0.71,0.2,80.8,0.95,31,33,19
Drarn1,Virtus.pro,Sweden,330,8250,5033,5324,1527,50.0,0.61,0.65,0.19,65.5,0.89,25,27,11
glopsz,BIG,Estonia,146,3066,2045,2008,568,48.6,0.67,0.66,0.19,65.1,1.0,6,12,2
Frion0,FaZe,Turkey,224,5376,5009,3030,238,50.4,0.93,0.56,0.04,82.2,1.28,35,17,16
shlexus,ENCE,Australia,147,3675,2407,2474,545,36.9,0.66,0.67,0.15,71.0,0.99,14,13,12
glyreer,BIG,Australia,228,5928,4788,3265,603,64.5,0.81,0.55,0.1,88.1,1.36,30,21,30
Flume5s,MIBR,Ukraine,280,7560,5736,4062,651,50.9,0.76,0.54,0.09,88.1,1.15,34,22,21
stace5s,Liquid,Estonia,222,5550,3264,3645,782,47.4,0.59,0.66,0.14,71.9,0.99,19,23,18
misutaaa,BIG,Poland,125,2875,2392,1533,292,49.1,0.83,0.53,0.1,80.5,1.45,19,13,20
Prarkz,Spirit,United States,340,8160,5141,4237,1261,44.9,0.63,0.52,0.15,83.2,1.0,32,25,32
Stikoo,Cloud9,Ukraine,87,2001,1248,1488,207,43.8,0.62,0.74,0.1,68.4,0.92,11,11,4
swelto,OG,Belgium,359,8257,5624,4369,1094,47.1,0.68,0.53,0.13,56.8,0.97,31,39,15
zazeo,Imperial,Netherlands,202,5252,2597,3908,410,41.5,0.49,0.74,0.08,71.7,0.87,25,23,10
Drodoix,Liquid,Turkey,277,5817,4279,3568,872,47.9,0.74,0.61,0.15,76.2,0.94,21,26,19
narkoo,TheMongolz,United States,137,3836,2826,2121,544,47.3,0.74,0.55,0.14,74.7,0.98,8,13,14
Snarni,ENCE,Canada,442,11050,6674,6912,1961,46.5,0.6,0.63,0.18,80.4,1.05,41,35,19
clulfi,Virtus.pro,Latvia,426,9798,6212,5865,2011,50.8,0.63,0.6,0.21,65.0,1.07,28,40,8
dellx,Liquid,Australia,306,8874,5493,6313,1076,41.7,0.62,0.71,0.12,54.1,0.96,42,28,6
dranter,Heroic,Australia,182,4732,3061,2872,794,56.7,0.65,0.61,0.17,76.7,0.92,11,7,13
Brrixus,paiN,Netherlands,227,6129,4477,3988,648,43.5,0.73,0.65,0.11,77.2,1.0,20,26,12
kume,Imperial,Latvia,133,3325,2526,2012,398,61.6,0.76,0.61,0.12,92.0,1.25,15,15,12
Shlex4k,Lynn Vision,Sweden,325,8125,5790,5379,1066,33.3,0.71,0.66,0.13,61.6,0.85,39,38,5
dinkoo,SAW,Turkey,292,7884,5145,4868,1252,44.1,0.65,0.62,0.16,69.5,1.08,22,29,15
zell5s,TYLOO,Brazil,145,3625,2463,2331,697,39.9,0.68,0.64,0.19,78.0,1.01,9,12,6
brelt7,NIP,Turkey,118,2714,1628,1899,252,54.2,0.6,0.7,0.09,62.7,0.89,12,21,2
Blaze3r,Outsiders,Denmark,380,7600,5081,4931,1458,49.3,0.67,0.65,0.19,76.5,0.98,26,36,26
crong0,Virtus.pro,Poland,273,6825,5671,3423,694,57.3,0.83,0.5,0.1,92.6,1.25,40,17,21
Sherga,OG,Poland,150,3600,2199,2246,443,39.4,0.61,0.62,0.12,61.2,1.04,12,17,11
glant4k,TYLOO,Poland,233,6291,4113,3779,975,43.8,0.65,0.6,0.16,76.6,0.99,18,20,11
Crusher,SAW,Ukraine,397,9528,6147,7229,1136,35.3,0.65,0.76,0.12,71.6,0.91,40,36,13
SANJI,Liquid,Poland,218,6104,3834,4221,994,51.6,0.63,0.69,0.16,67.5,0.99,23,13,6
Zontix,Virtus.pro,Latvia,167,3841,2625,2375,663,42.1,0.68,0.62,0.17,80.4,1.02,15,9,4
Clazeus,Heroic,Argentina,247,6669,4519,4718,631,37.4,0.68,0.71,0.09,63.3,0.86,31,31,14
Skion9,ENCE,China,89,2314,1548,1439,271,49.0,0.67,0.62,0.12,61.1,1.04,5,6,3
Zyrezy,Outsiders,France,214,5350,3296,3457,811,28.7,0.62,0.65,0.15,65.6,0.86,39,19,11
frven0,ENCE,Bosnia,151,3624,2611,2330,361,52.6,0.72,0.64,0.1,100.4,1.29,21,10,13
Prell5s,Monte,United States,405,10530,8485,6008,1409,56.1,0.81,0.57,0.13,88.1,1.13,63,19,48
prong,Complexity,Czech Republic,245,6615,3400,4594,719,45.5,0.51,0.69,0.11,66.9,0.8,42,26,7
Dlexy,Virtus.pro,Belgium,156,4056,2411,2630,605,45.8,0.59,0.65,0.15,68.2,0.92,28,28,4
nolt1,MOUZ,Argentina,241,6507,2818,4688,863,43.6,0.43,0.72,0.13,63.3,1.0,29,38,10
Blergy,Lynn Vision,United States,89,2136,1473,1303,309,39.8,0.69,0.61,0.14,73.1,1.04,8,6,4
syrsoN,Fnatic,Turkey,280,6160,3884,3792,930,44.6,0.63,0.62,0.15,78.7,0.92,23,29,18
skrix4k,NIP,Germany,273,6825,4744,4557,890,39.1,0.7,0.67,0.13,67.0,0.96,52,45,22
crrixus,Liquid,Czech Republic,373,9325,7469,4315,987,55.1,0.8,0.46,0.11,76.7,1.25,41,22,24
drinkix,OG,China,294,7644,5505,4492,1099,40.9,0.72,0.59,0.14,76.8,1.12,27,19,8
stadeie,G2,Mongolia,402,9246,5887,6085,1863,35.3,0.64,0.66,0.2,69.0,1.0,31,56,19
broky,Spirit,United States,218,4796,3172,3526,858,56.6,0.66,0.74,0.18,70.8,0.84,33,31,1
Nulfus,FaZe,Czech Republic,223,5352,2912,3633,409,37.9,0.54,0.68,0.08,72.3,0.84,28,27,9
Sheltie,Virtus.pro,Australia,203,5075,2916,3392,801,45.7,0.57,0.67,0.16,82.1,1.05,16,15,6
skodo3r,GamerLegion,Belgium,475,11400,8826,6628,492,58.3,0.77,0.58,0.04,91.5,1.16,78,41,51
xyre1,paiN,Canada,430,10320,8052,7210,782,55.5,0.78,0.7,0.08,72.7,1.18,59,32,53
blopsi,Monte,Ukraine,111,2886,2113,1808,506,44.1,0.73,0.63,0.18,70.0,1.04,7,10,3
Trergz,Eternal Fire,Australia,278,6950,4414,4987,539,50.0,0.64,0.72,0.08,74.4,0.89,32,39,6
flarka,Apeks,Norway,234,5382,2932,3306,695,50.4,0.54,0.61,0.13,70.8,0.81,21,34,2
fraze3r,Liquid,Denmark,282,5922,3868,3861,963,32.6,0.65,0.65,0.16,70.8,0.8,24,23,5
Glisk4k,Eternal Fire,United States,270,7020,3965,4978,971,33.9,0.56,0.71,0.14,68.6,0.78,43,34,6
Blaze0,MIBR,Russia,99,2673,1868,1692,410,51.4,0.7,0.63,0.15,79.2,1.04,6,12,8
tryreie,Virtus.pro,Brazil,263,7101,3794,5436,1085,37.2,0.53,0.77,0.15,68.9,1.02,32,35,3
glantix,Liquid,Belgium,178,4272,3039,2221,820,45.5,0.71,0.52,0.19,79.3,0.96,17,11,7
bliskzy,Fnatic,Brazil,403,10075,6554,6216,1616,49.0,0.65,0.62,0.16,62.6,1.08,48,42,25
Fryre,Heroic,Kazakhstan,322,8372,6582,4702,672,55.7,0.79,0.56,0.08,89.4,1.41,43,14,28
stunoa,FaZe,Finland,142,3550,1857,2344,370,50.7,0.52,0.66,0.1,69.6,0.86,16,19,3
shikozy,Heroic,Latvia,348,8352,5662,6197,884,45.0,0.68,0.74,0.11,67.9,0.95,36,35,31
Bryreix,MIBR,Netherlands,305,7625,6023,3824,825,51.4,0.79,0.5,0.11,97.0,1.14,38,25,25
kushix,Eternal Fire,United States,272,6800,3753,4942,559,38.2,0.55,0.73,0.08,68.0,0.75,16,32,12
Flaze1,FURIA,Ukraine,136,3672,2149,2340,643,45.9,0.59,0.64,0.18,76.0,1.12,10,10,13
Kanti,TheMongolz,Czech Republic,127,3302,1839,2391,491,32.3,0.56,0.72,0.15,66.8,0.82,8,13,10
flodo5s,GamerLegion,Poland,242,5324,3344,3236,727,43.5,0.63,0.61,0.14,68.0,1.01,17,20,13
crark5s,Virtus.pro,Finland,392,10192,6493,6425,1134,49.0,0.64,0.63,0.11,67.4,0.83,40,48,25
Dion4k,Eternal Fire,Denmark,211,5275,3803,3314,1103,48.6,0.72,0.63,0.21,75.2,1.04,14,19,13
Grunoo,Liquid,China,294,6468,3914,4794,771,45.0,0.61,0.74,0.12,65.4,0.93,21,31,8
prikoo,Lynn Vision,Australia,338,8450,5290,5493,1230,46.9,0.63,0.65,0.15,73.5,1.01,27,31,28
Kikoie,FaZe,Canada,315,7245,3334,4689,594,33.8,0.46,0.65,0.08,61.1,0.93,38,59,19
nionzy,Outsiders,Canada,162,4374,2624,2885,639,44.2,0.6,0.66,0.15,58.7,0.8,29,27,8
gla1ve,Monte,Poland,394,9456,5499,5683,1833,48.8,0.58,0.6,0.19,75.1,0.89,29,49,17
shven0,Vitality,Ukraine,235,5640,3355,4025,944,48.4,0.59,0.71,0.17,62.2,0.82,44,28,12
stosta,Astralis,Czech Republic,296,8880,7165,5025,644,57.4,0.81,0.57,0.07,86.0,1.25,37,24,25
glentix,Lynn Vision,Brazil,119,3213,1830,1883,495,37.8,0.57,0.59,0.15,59.9,1.08,9,8,10
zinky,FaZe,Kazakhstan,369,7380,4277,4893,945,46.3,0.58,0.66,0.13,69.4,0.87,55,40,9
Prant3r,Apeks,Czech Republic,222,5106,4582,2973,389,56.8,0.9,0.58,0.08,86.0,1.37,31,14,24
Sharn0,paiN,Bosnia,260,6500,5489,3896,888,64.2,0.84,0.6,0.14,88.6,1.27,39,26,25
Grark1,Eternal Fire,Germany,87,2175,1117,1559,375,36.1,0.51,0.72,0.17,61.7,0.93,11,11,3
kolto,Cloud9,Poland,383,11490,7987,6982,1999,49.6,0.7,0.61,0.17,72.3,0.98,34,43,14
stost3r,Apeks,Australia,60,1560,774,1079,178,39.4,0.5,0.69,0.11,65.6,0.79,7,5,3
Stlex5s,MOUZ,China,263,6575,4272,4605,1206,43.4,0.65,0.7,0.18,62.1,0.84,21,22,12
Kent0,FURIA,Brazil,170,4080,3473,2597,227,54.3,0.85,0.64,0.06,95.9,1.25,20,20,12
Zell9,TYLOO,Kazakhstan,431,11637,9881,5797,1308,55.0,0.85,0.5,0.11,99.1,1.1,64,35,33
Frerger,Fnatic,Poland,167,4342,2759,2790,588,41.8,0.64,0.64,0.14,77.3,0.88,17,17,9
grell7,Cloud9,Russia,283,7075,3898,4615,1141,44.5,0.55,0.65,0.16,64.7,1.01,28,23,10
snolta,SAW,Finland,114,2736,1459,1846,356,41.1,0.53,0.67,0.13,68.6,0.82,14,16,4
Glentx,MIBR,Norway,420,9660,6149,6382,1727,48.3,0.64,0.66,0.18,71.4,0.99,27,26,35
kush0,OG,Ukraine,399,11172,5871,8368,917,46.1,0.53,0.75,0.08,64.6,0.85,45,41,7
skisk4k,Eternal Fire,Turkey,136,3128,1748,2320,522,34.4,0.56,0.74,0.17,65.9,0.92,27,21,4
Grergx,Spirit,Turkey,189,5481,4273,3916,981,49.3,0.78,0.71,0.18,68.9,0.96,14,8,9
prerg4k,Spirit,Canada,341,8184,4729,5857,1097,44.6,0.58,0.72,0.13,55.5,0.88,55,71,15
stvenzy,MIBR,Latvia,175,4200,2722,2797,860,43.2,0.65,0.67,0.2,76.5,1.12,16,14,11
Brusha,Astralis,Ukraine,261,6525,4126,4718,953,47.2,0.63,0.72,0.15,69.1,0.82,40,30,7
Drisk1,Eternal Fire,Ukraine,396,9504,5405,6656,899,40.8,0.57,0.7,0.09,55.1,0.9,58,58,12
Stion0,TheMongolz,Czech Republic,93,2511,1620,1663,424,47.2,0.65,0.66,0.17,73.8,1.09,11,8,5
prentzy,Complexity,Argentina,369,8487,5416,5747,612,37.4,0.64,0.68,0.07,69.2,0.78,37,48,30
swarno,BIG,Latvia,96,2016,1042,1418,248,46.7,0.52,0.7,0.12,67.6,0.96,16,10,4
shergz,SAW,Ukraine,351,9477,5459,6701,980,46.9,0.58,0.71,0.1,68.5,1.02,45,42,0
Skarn9,Fnatic,Poland,267,6408,3369,4938,1156,42.6,0.53,0.77,0.18,62.0,0.84,41,28,16
Nunoz,FaZe,Finland,330,7590,4408,5063,971,52.4,0.58,0.67,0.13,65.3,0.79,32,48,15
Drulfo,Astralis,Netherlands,86,2150,1349,1307,239,44.9,0.63,0.61,0.11,73.2,0.91,8,8,2
stionix,Outsiders,Finland,208,5408,3299,3622,540,37.9,0.61,0.67,0.1,74.7,0.91,23,27,6
glyreie,Apeks,Denmark,498,12450,10210,6767,1584,58.8,0.82,0.54,0.13,89.1,1.18,109,37,38
Grergi,Liquid,Norway,340,8500,5953,5550,1335,49.9,0.7,0.65,0.16,71.4,1.05,17,23,19
Fraceix,Liquid,Finland,235,6580,3868,3831,1058,44.9,0.59,0.58,0.16,80.0,0.88,14,24,14
Xellx,MIBR,Czech Republic,227,5221,3561,3032,913,47.9,0.68,0.58,0.17,72.6,1.04,19,19,21
Trushi,Vitality,Latvia,273,6279,3319,4087,954,38.3,0.53,0.65,0.15,62.0,0.97,29,35,3
Swrix9,Outsiders,France,258,6450,4538,3961,1069,42.2,0.7,0.61,0.17,71.3,1.07,23,26,25
Dven5s,Navi,Argentina,332,8632,5395,5149,1538,49.0,0.63,0.6,0.18,68.7,1.0,26,35,20
kushie,Lynn Vision,Bosnia,467,9807,8641,5958,724,54.0,0.88,0.61,0.07,98.5,1.22,90,30,45
Snadei,Fnatic,Russia,120,2760,1809,1749,198,37.7,0.66,0.63,0.07,66.7,0.81,19,14,8
Delt9,ENCE,China,238,5950,3413,3574,725,45.5,0.57,0.6,0.12,71.3,0.79,29,20,16
snven4k,FaZe,Latvia,387,10449,6506,6250,1670,49.6,0.62,0.6,0.16,66.3,0.98,35,31,20
glvenz,ENCE,Estonia,248,6448,4114,4463,647,50.1,0.64,0.69,0.1,68.8,0.92,19,19,13
drix9,GamerLegion,Norway,326,7498,4070,5840,611,39.4,0.54,0.78,0.08,69.2,0.96,48,48,18
frarn5s,Navi,Ukraine,122,2928,1732,2071,373,43.0,0.59,0.71,0.13,55.7,0.79,11,13,5
kongi,FURIA,Turkey,102,2550,2281,1328,172,49.8,0.89,0.52,0.07,85.9,1.23,16,9,11
snazezy,Monte,Argentina,299,8073,4423,5604,1138,34.4,0.55,0.69,0.14,60.6,0.94,30,45,6
crume0,Vitality,Germany,191,4775,3043,3746,538,33.6,0.64,0.78,0.11,68.9,0.89,27,24,6
Xops,Eternal Fire,United States,384,10368,6218,6704,1853,39.9,0.6,0.65,0.18,72.8,0.93,29,36,27
Xentus,BIG,Poland,104,2496,1335,1932,430,31.5,0.53,0.77,0.17,65.5,0.88,11,21,4
snion,Monte,Denmark,380,9500,6160,5957,1962,37.8,0.65,0.63,0.21,85.0,0.98,43,34,20
Zyre0,Liquid,Ukraine,286,6292,5324,3462,754,69.4,0.85,0.55,0.12,96.2,1.22,52,22,21
Prvenie,ENCE,China,212,5512,4392,2975,400,52.2,0.8,0.54,0.07,83.2,1.29,28,21,8
Nonga,TYLOO,Ukraine,244,5856,4102,3493,740,50.5,0.7,0.6,0.13,71.3,1.09,13,17,12
Swazeoo,Vitality,Kazakhstan,144,3600,1933,2625,436,39.7,0.54,0.73,0.12,69.8,0.83,18,26,6
grong1,Eternal Fire,Ukraine,487,11688,9512,5948,1257,49.1,0.81,0.51,0.11,83.1,1.28,84,53,81
nolt,G2,Netherlands,394,10638,6475,7151,1512,47.4,0.61,0.67,0.14,58.1,0.8,56,45,18
Claze1,Vitality,Latvia,230,6210,4181,3899,723,37.4,0.67,0.63,0.12,71.6,1.1,18,23,16
drost0,Vitality,Denmark,341,8184,4539,5204,834,44.3,0.55,0.64,0.1,71.8,0.82,41,45,17
Prelter,Monte,Russia,180,3600,2952,1983,369,62.1,0.82,0.55,0.1,95.6,1.2,23,8,23
Stion1,Navi,Estonia,318,8268,6168,4861,1227,54.1,0.75,0.59,0.15,70.2,0.91,17,21,13
snosty,Cloud9,Estonia,311,7153,3133,4878,941,47.4,0.44,0.68,0.13,78.6,0.91,41,42,19
Snlexy,MOUZ,China,314,7222,4408,4870,1445,53.7,0.61,0.67,0.2,75.7,1.0,23,40,21
Cryreie,SAW,Bosnia,415,9130,6759,5695,1612,41.1,0.74,0.62,0.18,78.3,1.06,41,59,24
